"","Family","Genus","Species","Data_type","Size_sd","Size_Est","P4_sd","P4_Est","m1_sd","m1_Est"
"1563","Mustelidae","Mustela","rexroadensis","Inferred_teeth",0.267,-0.597,0.061,0.618,0,0.663
"909","Mustelidae","Mustela","russelliana","Measured",0,-0.845,0.08,0.567,0.066,0.612
"910","Mustelidae","Mustela","sibirica","Measured",0,-0.393,0.08,0.726,0.066,0.779
"911","Mustelidae","Mustela","strigidorsa","Measured",0,0.176,0.094,0.891,0.09,0.944
"1464","Mustelidae","Mustela","stromeri","Inferred_teeth",0.207,-0.202,0.056,0.824,0,0.881
"912","Mustelidae","Mustela","subpalmata","Measured",0,-1.056,0.08,0.508,0.066,0.552
"913","Mustelidae","Mustela","tonkinensis","Measured",0,-0.848,0.08,0.566,0.066,0.61
"30","Musteloidea_not_assigned_to_family","Mustelavus","priscus","Inferred_teeth",0.255,-0.005,0,0.716,0,0.748
"45","Musteloidea_not_assigned_to_family","Mustelictis","olivieri","Inferred_teeth",0.231,-0.007,0,0.763,0,0.699
"63","Musteloidea_not_assigned_to_family","Mustelictis","piveteaui","Inferred_teeth",0.235,0.147,0,0.813,0.035,0.778
"1002","Amphicyonidae","Myacyon","dojambir","Inferred_teeth",0.312,2.468,0.056,1.495,0,1.58
"579","Amphicyonidae","Myacyon","kiptalami","Inferred_teeth",0.293,2.337,0,1.431,0,1.531
"845","Mephetidae","Mydaus","javanensis","Measured",0,0.398,0.111,0.881,0.105,0.957
"846","Mephetidae","Mydaus","marchei","Measured",0,0.15,0.111,0.811,0.105,0.887
"1313","Felidae","Namafelis","minor","Inferred_teeth",0.259,1.111,0.051,1.156,0,1.061
"1235","Mustelidae","Namibictis","senuti","Inferred_teeth",0.228,0.861,0.044,1.125,0,1.164
"923","Nandiniidae","Nandinia","binotata","Measured",0,0.301,0.15,0.888,0.148,0.846
"847","Mephetidae","Nannomephitis","crassidens","Inferred_Phylogeny",0.317,0.2,0.116,0.825,0.107,0.901
"407","Nimravidae","Nanosmilus","kurteni","Inferred_teeth",0.281,1.174,0,1.215,0,1.164
"935","Procyonidae","Nasua","narica","Measured",0,0.605,0.123,0.947,0.123,0.979
"936","Procyonidae","Nasua","nasua","Measured",0,0.579,0.124,0.939,0.122,0.972
"937","Procyonidae","Nasua","pronarica","Inferred_Phylogeny",0.312,0.392,0.146,0.886,0.145,0.919
"938","Procyonidae","Nasuella","meridensis","Measured",0,0.251,0.123,0.847,0.122,0.88
"939","Procyonidae","Nasuella","olivacea","Measured",0,0.127,0.123,0.812,0.122,0.845
"1390","Musteloidea_not_assigned_to_family","Negodiaetictis","rugatrulleum","Inferred_teeth",0.276,0.461,0.055,0.941,0,0.973
"808","Felidae","Neofelis","diardi","Measured",0,1.312,0.076,1.266,0.075,1.134
"449","Felidae","Neofelis","nebulosa","Measured",0,1.312,0,1.262,0,1.107
"1372","Mustelidae","Neovison","macrodon","Measured",0,0.076,0.053,0.943,0,1
"1459","Mustelidae","Neovison","vison","Measured",0,-0.025,0.053,0.848,0,0.886
"649","Felidae","Nimravides","catacopsis","Inferred_teeth",0.325,2.154,0,1.598,0,1.486
"597","Felidae","Nimravides","pedionomus","Inferred_teeth",0.279,1.851,0,1.459,0,1.369
"1056","Felidae","Nimravides","thinobates","Inferred_teeth",0.312,2.034,0.051,1.535,0,1.447
"547","Nimravidae","Nimravus","brachyops","Inferred_teeth",0.332,1.674,0,1.39,0,1.408
"483","Nimravidae","Nimravus","intermedius","Inferred_teeth",0.409,1.485,0,1.311,0,1.327
"172","Amphicynodontidae","Nothocyon","geismarianus","Inferred_teeth",0.321,0.88,0,0.954,0.065,1.022
"286","Canidae","Nyctereutes","abdeslami","Inferred_teeth",0.208,0.921,0,1.076,0,1.192
"305","Canidae","Nyctereutes","barryi","Inferred_teeth",0.209,0.891,0,1.093,0,1.149
"1219","Canidae","Nyctereutes","donnezani","Inferred_teeth",0.227,0.978,0.047,1.119,0,1.188
"300","Canidae","Nyctereutes","lockwoodi","Inferred_teeth",0.215,0.907,0,1.09,0.04,1.163
"322","Canidae","Nyctereutes","megamastoides","Inferred_teeth",0.212,0.949,0,1.111,0,1.18
"1320","Canidae","Nyctereutes","procyonoides","Measured",0,0.606,0.044,0.985,0,1.055
"1206","Canidae","Nyctereutes","sinensis","Inferred_teeth",0.231,0.989,0.046,1.125,0,1.199
